timestamp,price,equity,action
2026-08-17T12:30:00-04:00,225.9199981689453,150.0,NONE
2026-08-17T13:30:00-04:00,225.52999877929688,150.0,NONE
2026-08-17T14:30:00-04:00,225.5,150.0,NONE
2026-08-17T15:30:00-04:00,225.0500030517578,149.85,BUY
2026-08-18T09:30:00-04:00,219.97000122070312,146.46747049961837,NONE
2026-08-18T10:30:00-04:00,219.53970336914062,146.03477484849188,SELL
2026-08-18T11:30:00-04:00,219.52999877929688,146.03477484849188,NONE
2026-08-18T12:30:00-04:00,220.3300018310547,146.03477484849188,NONE
2026-08-18T13:30:00-04:00,219.93499755859375,146.03477484849188,NONE
2026-08-18T14:30:00-04:00,219.24000549316406,146.03477484849188,NONE
2026-08-18T15:30:00-04:00,219.8000030517578,146.03477484849188,NONE
2026-08-19T09:30:00-04:00,218.14999389648438,146.03477484849188,NONE
2026-08-19T10:30:00-04:00,219.27000427246094,146.03477484849188,NONE
2026-08-19T11:30:00-04:00,219.4001007080078,146.03477484849188,NONE
2026-08-19T12:30:00-04:00,218.9813995361328,146.03477484849188,NONE
2026-08-19T13:30:00-04:00,219.16000366210938,146.03477484849188,NONE
2026-08-19T14:30:00-04:00,219.53500366210938,146.03477484849188,NONE
2026-08-19T15:30:00-04:00,217.64999389648438,146.03477484849188,NONE
2026-08-20T09:30:00-04:00,217.5,146.03477484849188,NONE
2026-08-20T10:30:00-04:00,216.8300018310547,146.03477484849188,NONE
2026-08-20T11:30:00-04:00,216.83999633789062,146.03477484849188,NONE
2026-08-20T12:30:00-04:00,216.2949981689453,146.03477484849188,NONE
2026-08-20T13:30:00-04:00,216.9199981689453,146.03477484849188,NONE
2026-08-20T14:30:00-04:00,217.4499969482422,146.03477484849188,NONE
2026-08-20T15:30:00-04:00,217.0500030517578,146.03477484849188,NONE
2026-08-21T09:30:00-04:00,214.6446075439453,146.03477484849188,NONE
2026-08-21T10:30:00-04:00,215.8300018310547,146.03477484849188,NONE
2026-08-21T11:30:00-04:00,215.67999267578125,146.03477484849188,NONE
2026-08-21T12:30:00-04:00,215.0800018310547,146.03477484849188,NONE
2026-08-21T13:30:00-04:00,215.3699951171875,146.03477484849188,NONE
2026-08-21T14:30:00-04:00,214.8800048828125,146.03477484849188,NONE
2026-08-21T15:30:00-04:00,214.75,146.03477484849188,NONE
2026-08-24T09:30:00-04:00,209.97999572753906,146.03477484849188,NONE
2026-08-24T10:30:00-04:00,209.91009521484375,146.03477484849188,NONE
2026-08-24T11:30:00-04:00,210.0800018310547,146.03477484849188,NONE
2026-08-24T12:30:00-04:00,210.25999450683594,146.03477484849188,NONE
2026-08-24T14:30:00-04:00,210.25,146.03477484849188,NONE
2026-08-24T15:30:00-04:00,208.4600067138672,146.03477484849188,NONE
2026-08-25T09:30:00-04:00,213.32000732421875,146.03477484849188,NONE
2026-08-25T10:30:00-04:00,211.25,146.03477484849188,NONE
2026-08-25T11:30:00-04:00,211.17999267578125,146.03477484849188,NONE
2026-08-25T12:30:00-04:00,212.28790283203125,146.03477484849188,NONE
2026-08-25T14:30:00-04:00,212.74000549316406,146.03477484849188,NONE
2026-08-25T15:30:00-04:00,212.97999572753906,146.03477484849188,NONE
2026-08-26T09:30:00-04:00,212.2449951171875,146.03477484849188,NONE
2026-08-26T10:30:00-04:00,210.73500061035156,146.03477484849188,NONE
2026-08-26T11:30:00-04:00,209.9199981689453,146.03477484849188,NONE
2026-08-26T14:30:00-04:00,211.00999450683594,146.03477484849188,NONE
2026-08-26T15:30:00-04:00,209.9499969482422,146.03477484849188,NONE
2026-08-27T09:30:00-04:00,224.65499877929688,145.8887400736434,BUY
2026-08-27T15:30:00-04:00,228.0500030517578,148.0934223577912,NONE
2026-08-28T15:30:00-04:00,217.5399932861328,141.12705736743388,SELL
2026-08-31T13:30:00-04:00,219.98500061035156,141.12705736743388,NONE
2026-08-31T15:30:00-04:00,220.8800048828125,141.12705736743388,NONE
2026-09-01T13:30:00-04:00,218.4600067138672,141.12705736743388,NONE
2026-09-01T15:30:00-04:00,217.5399932861328,141.12705736743388,NONE
2026-09-02T10:30:00-04:00,223.8000030517578,141.12705736743388,NONE
